title,id,price,condition,availability,channel,feed label,language,all clicks,brand,description,gtin,image link,link,rating average,rating count,shipping(country),shipping weight,update type
Strike First 20lb Dry Chemical & 10lb-15lb CO2 Heavy Duty Vehicle Bracket - HDVB-3,hdvb-3-17275,95.00 CAD,new,in stock,Online,CA,en,0,Strike First,"Designed for Strike First 20lb Dry Chemical & 10lb - 15lb CO2 Extinguishers
   6 1/4"" – 7 1/8"" – Diameter Fire Extinguisher
   USCG Approved
   Stainless steel pull pin with tether
   Automotive Grade powder coat finish",,https://teslafiresystems.com/wp-content/uploads/2025/12/Strike-First-HDVB.png,https://teslafiresystems.com/product/strike-first-5lb-heavy-duty-vehicle-bracket-hdvb-3/,,,CA,10 lb,merge
Edwards Pullstation - 120VAC,k-270-a-dpo-483,120.00 CAD,new,in stock,Online,CA,en,0,,"The Edwards 120V Pull Station meets ESA standards for 120V applications. Reliable, safe operation. Order now with free delivery across Canada!",793016051295,https://teslafiresystems.com/wp-content/uploads/2025/01/Edwards-Pull-Station-1.png,https://teslafiresystems.com/product/edwards-pullstation-120v/,,,CA,0.5 lb,
Audible Pull Station Cover - STI1100,sti1100,165.00 CAD,new,in stock,Online,CA,en,0,,The Pull Station Audible Cover is designed to deter false alarms in high-traffic public areas.,,https://teslafiresystems.com/wp-content/uploads/2025/01/STI_1100.png,https://teslafiresystems.com/product/pullstation-audible-cover/,,,CA,1 lb,
5lb Fire Extinguisher - Amerex B402TXC ABC Multi-Purpose - Chrome,b402txc,271.80 CAD,new,in stock,Online,CA,en,0,Amerex,"All Fire extinguishers sold by Tesla Fire Systems Inc. come inspected and fully certified for 1 year.

The Amerex 5 lb. Multi-Purpose ABC Fire Extinguisher Chrome B402TC is a reliable and durable fire safety solution. It features an aluminum valve with a light- to medium-duty anodized aluminum valve body, along with an anodized aluminum handle and lever for enhanced durability. Designed for long-lasting performance, the extinguisher is coated with a high-gloss polyester powder paint and constructed with dependable drawn-steel cylinders. Its stored pressure design ensures consistent performance, while bilingual labels make it user-friendly for a diverse audience.",850026795257,https://teslafiresystems.com/wp-content/uploads/2025/01/5lb-Chrome-Fire-Extinguisher-Amerex-B402-ABC-Multi-Purpose.jpg,https://teslafiresystems.com/product/5lb-chrome-fire-extinguisher-amerex-b402-abc-multi-purpose/,,,CA,9.25 lb,
Sprinkler Guard,spg,5.00 CAD,new,in stock,Online,CA,en,0,,"The Economy Sprinkler Cage 1/2"" provides essential protection for sprinkler heads, reducing the risk of accidental damage. Its durable construction ensures reliable performance in commercial and residential settings.",,https://teslafiresystems.com/wp-content/uploads/2025/01/32.-Sprinkler-Guard.jpg,https://teslafiresystems.com/product/sprinkler-guard/,,,CA,0.2 lb,
Emergency Lighting Unit 36 Watt Output,nv-6-36,158.00 CAD,new,in stock,Online,CA,en,0,,This Hardwired LED Exit Sign features a 6V battery backup and tough metal construction for durability. It includes an AC on LED test switch and can be hardwired or plugged into an existing receptacle for versatile installation options.,,https://teslafiresystems.com/wp-content/uploads/2025/01/57.-Emergency-Lighting-Unit-36-Watt-Output.jpg,https://teslafiresystems.com/product/emergency-lighting-unit-36-watt-output/,,,CA,7 lb,
Fiber Glass Fire Blanket (1m x 1m),fb64pc-1072,20.00 CAD,new,in stock,Online,CA,en,0,Tesla Fire Systems,Ensure safety in emergencies with this high-quality fire blanket made from 100% fiberglass. It withstands temperatures up to 550°C (1022°F) and meets CE standards for reliable fire protection.,,https://teslafiresystems.com/wp-content/uploads/2025/02/Fire-Blanket-1m-x-1m.jpg,https://teslafiresystems.com/product/glass-fiber-fire-blanket-2/,,,CA,0.1 lb,
Mircom MH-25W - Mini Horn (White),470,35.00 CAD,new,in stock,Online,CA,en,0,,"Mircom’s MH-25 Series mini horns are compact electronic alarm appliances that are ideal for alarm signaling in individual rooms, apartments, hotels and offices where attractive appearance and dependable performance are prime concerns.",,https://teslafiresystems.com/wp-content/uploads/2025/01/Mini-Horn-White.jpg,https://teslafiresystems.com/product/mircom-mini-horn/,,,CA,0.2 lb,
Mircom FH-400-RR - Wall/Ceiling Mount Horn (Red),fh-400-rr-1397,85.00 CAD,new,in stock,Online,CA,en,0,,MGC’s FH-400 Horns offer an audible solution that deliver exceptional energy efficiency in a compact design. The lower current draw allows for more devices on a NAC circuit while reducing the number of external power supplies required.,,https://teslafiresystems.com/wp-content/uploads/2025/03/4-Inch-Horn-Red.jpg,https://teslafiresystems.com/product/mircom-fh-400-rr-wall-ceiling-mount-horn-red/,,,CA,0.5 lb,
Single LED Emergency Light Remote Head - 6-24V5W,el-7030a5,35.00 CAD,new,in stock,Online,CA,en,0,,"LED Single Remote Head Emergency Light, Thermoplastic Adjustable 1 X 5W Heads, 6V – 24VDC",,https://teslafiresystems.com/wp-content/uploads/2025/01/Single-Remote-Head-LED.png,https://teslafiresystems.com/product/single-emergency-remote/,,,CA,0.25 lb,
2.5lb Chrome Fire Extinguisher - Amerex B417TXC ABC Multi-Purpose,b417txc,264.80 CAD,new,in stock,Online,CA,en,1,Amerex,"All Fire extinguishers sold by Tesla Fire Systems Inc. come inspected and fully certified for 1 year.

Designed for marinas and pool areas, this extinguisher is a reliable choice for fire safety in outdoor environments. Featuring dependable drawn steel cylinders and all-metal valve construction, it ensures long-lasting durability with minimal maintenance.",850026795172,https://teslafiresystems.com/wp-content/uploads/2025/01/2.5lb-Chrome-Fire-Extinguisher-Amerex-B403TX-ABC-Multi-Purpose.jpg,https://teslafiresystems.com/product/2-5lb-chrome-fire-extinguisher-amerex-b417txc-abc-multi-purpose/,5,1,CA,5.5 lb,
Emergency Light Battery 6V12AH,rlss-b6120,33.00 CAD,new,in stock,Online,CA,en,0,,"The 6V 12AH Emergency Light Battery is a durable replacement battery designed for most emergency lighting units, offering reliable performance and easy installation.",,https://teslafiresystems.com/wp-content/uploads/2025/01/6V12AH-Battery.png,https://teslafiresystems.com/product/6v-12ah-emergency-light-battery/,,,CA,4 lb,
Kidde DETECT - 120V Photoelectric Smoke Alarm w/ 10 Year Backup Battery (20SA10-CA),21031559,56.15 CAD,new,in stock,Online,CA,en,0,Kidde,"This alarm offers cutting edge technology that sends fast alerts to give your family more time to get out safely and enhanced sensing technology reduces false alarms often caused by cooking.

   Hardwired Alarm with Worry-Free 10-Year Backup Battery: No battery changes for 10 years.† Avoids inconvenient battery replacements and saves up to $40 over the life of the device.
   Fast Alerts: Cutting edge technology gives ample time to get out safely.
   Interconnected Alarms : When one alarm sounds, they all sound, so you never miss an emergency and can get out faster.



NO LOW BATTERY CHIRPS




This alarm beeps to remind you it’s time to replace it 10 years after it is powered.




INTERCONNECTED ALARMS




When one alarm sounds, they all sound, so you never miss an emergency and can get out faster.


REDUCED NUISANCE ALARMS




Reduces false alarms often caused by cooking.",,https://teslafiresystems.com/wp-content/uploads/2025/02/Kidde-DETECT-120V-Photoelectric-Smoke-Alarm-20SA10-CA-1-scaled.webp,https://teslafiresystems.com/product/kidde-detect-120v-photoelectric-smoke-alarm-w-10-year-backup-battery-20sa10-ca/,,,CA,0.5 lb,
Kidde DETECT - 120V Photoelectric Smoke + Carbon Monoxide Alarm w/ 10 Year Backup Battery & Voice Alert (30CUA10-VCA),21032774,78.00 CAD,new,in stock,Online,CA,en,96,Kidde,"This alarm offers a modern 5"" design ideal for all living spaces. Cutting edge technology sends fast alerts that give your family more time to get out safely and enhanced sensing technology reduces false alarms often caused by cooking.

   Hardwired Alarm with Worry-Free 10-Year Battery Backup: No battery changes for 10 years.† Avoids inconvenient battery replacements and saves up to $40 over the life of the device.
   Double the Detection: Alerts you to both smoke & carbon monoxide (CO) using a single, cost-effective device.
   Interconnected Alarms: When one alarm sounds, they all sound, so you never miss an emergency and can get out faster.



NO LOW BATTERY CHIRPS




This alarm beeps to remind you it’s time to replace it 10 years after it is powered.




REDUCED NUISANCE ALARMS




Reduces false alarms often caused by cooking.",47871327744,https://teslafiresystems.com/wp-content/uploads/2025/02/Kidde-DETECT-SMoke-CO-scaled.jpg,https://teslafiresystems.com/product/kidde-detect-smoke-co-120v-w-10-year-sealed-battery-backup-voice-alerts/,5,4,CA,0.5 lb,merge
"Amerex Heavy Duty Vehicle Bracket - 5"" Cylinder (809)",5-809-288,94.05 CAD,new,in stock,Online,CA,en,0,Amerex,"The Heavy Duty Vehicle Bracket is designed to securely mount fire extinguishers with a 5"" cylinder diameter in vehicles. Made from durable steel, it ensures your extinguisher stays in place during transport, providing reliable access in case of an emergency.",,https://teslafiresystems.com/wp-content/uploads/2025/01/22.-Amerex-809-Heavy-Duty-Steel-Bracket-for-10lb-Fire-Extinguisher.jpg,https://teslafiresystems.com/product/amerex-809-heavy-duty-steel-bracket-for-10lb-fire-extinguisher/,,,CA,7 lb,
"Aluminum Fire Extinguisher Sign - (4"" x 18"")",nlrp109,31.45 CAD,new,in stock,Online,CA,en,0,Tesla Fire Systems,"The aluminum Fire Extinguisher Sign is a durable, high-quality metal sign designed to clearly mark fire extinguisher locations. Its sturdy construction ensures long-lasting performance in various environments, providing reliable safety signage for easy identification in emergencies.",,https://teslafiresystems.com/wp-content/uploads/2025/02/Aluminum-Fire-Extinguisher-Sign-4-x-18.png,https://teslafiresystems.com/product/aluminum-fire-extinguisher-sign-4-x-18/,,,CA,0.5 lb,
Strike First SF-ABC110ST | 2.5lb ABC Multi-Purpose Fire Extinguisher w/Vehicle Bracket (2-Pack),sf-abc110st-2,77.25 CAD,new,in stock,Online,CA,en,0,Strike First,"All Fire extinguishers sold by Tesla Fire Systems Inc. come inspected and fully certified for 1 year.

Compact and reliable, the Strike First SF-ABC110ST 2.5lb Multi-Purpose Fire Extinguisher is designed to protect your vehicle, home, or workplace from Class A (ordinary combustibles), Class B (flammable liquids), and Class C (electrical equipment) fires.",,https://teslafiresystems.com/wp-content/uploads/2025/02/Untitled-2.png,https://teslafiresystems.com/product/strike-first-sf-abc110st-2-5lb-multi-purpose-fire-extinguisher-w-vehicle-bracket-2-pack/,,,CA,9 lb,
Emergency Light Pack 36 Watt Output,el-7012,99.00 CAD,new,in stock,Online,CA,en,2,,"This Emergency Remote Head comes in durable thermoplastic or metal housing and features MR16 lamps. A single heat remote option is also available, offering flexibility for different emergency lighting needs.",,https://teslafiresystems.com/wp-content/uploads/2025/01/62.-Emergency-Light-Pack-36-Watt-Output.jpg,https://teslafiresystems.com/product/emergency-light-pack-36-watt-output/,,,CA,10 lb,merge
Amerex 551- 12.5lbs Halotron BrX Clean Agent HT Series,brx-551,2000.00 CAD,new,in stock,Online,CA,en,0,Amerex,"Key Features:


   Certification Tag is available and is an extra fee.
   12-year service life; non-rechargeable.
   Clean Agent Technology: Discharges as a rapidly evaporating liquid, leaving no residue.
   Non-Conductive & Non-Corrosive: Safe for electrical & sensitive equipment.
   Environmentally Friendly: Low Global Warming Potential (GWP) and near-zero Ozone Depletion Potential (ODP).
   Recommended for : data centers, server rooms, telecom facilities, control rooms, military electronics, aircraft service facilities
   UL/ULC Rating: 2A:10BC
   Capacity & Range: 12.5 lbs capacity, 15-17 ft range, 16-second discharge time.
   Certified & Compliant: Manufactured to ANSI/UL Standards, ISO-9001/ISO-14001 Certified. Conforms to CAN/ULC-S508 - UL 2129 & CAN/ULC-S566 - UL 711",,https://teslafiresystems.com/wp-content/uploads/2025/12/ht-series.png,https://teslafiresystems.com/product/amerex-551-12-5-lbs-halotron-brx-clean-agent/,,,CA,20 lb,merge
5 lb Fire Extinguisher - Amerex B500 ABC Multi-Purpose w/ Wall Bracket,b500x,75.50 CAD,new,in stock,Online,CA,en,0,Amerex,"All Fire extinguishers come with a 6 Year Manufacturer's Warranty.
   Certification Tag is available and is an extra fee.

ABC or Multi-Purpose extinguishers are a reliable and versatile solution for fire safety. They utilize a specially fluidized and siliconized mono ammonium phosphate dry chemical that melts at approximately 350°F, forming a protective coating to insulate against Class A fires. For Class B fires, it smothers and disrupts the chemical chain reaction, and its non-conductive properties ensure safe use around electrical equipment, making it effective for Class C fires as well.",850026795134,https://teslafiresystems.com/wp-content/uploads/2025/01/b500.png,https://teslafiresystems.com/product/5-lb-fire-extinguisher-amerex-b500-abc-multi-purpose/,,,CA,9.25 lb,
System Sensor DST 1.5-1.5' Duct Detector Sampling Tube,dst1_5,36.95 CAD,new,in stock,Online,CA,en,0,,System Sensor DST 1.5-1.5' Duct Detector Sampling Tube is designed for optimal performance in duct detection systems.,783863035074,https://teslafiresystems.com/wp-content/uploads/2025/01/95.-System-Sensor-DST-1.5-1.5-Duct-Detector-Sampling-Tube.jpg,https://teslafiresystems.com/product/system-sensor-dst-1-5-1-5-duct-detector-sampling-tube/,,,CA,0.2 lb,
First Alert Radon Test Kit,rd1-437,29.95 CAD,new,in stock,Online,CA,en,0,,"The First Alert radon test kit can provide accurate information on the hazardous level of radon in your home and help find out what to do about it. This test can only be used once and is EPA listed.

   Do-it-your self testing
   Kit comes complete with test samplers and detailed instructions for test results
   This short term radon test kit provides accurate information on the hazard level of radon in the home
   Assists the consumer to find out what to do if radon is detected",29054850003,https://teslafiresystems.com/wp-content/uploads/2025/01/80.-First-Alert-Radon-Test-Kit.jpg,https://teslafiresystems.com/product/first-alert-radon-test-kit/,,,CA,0.1 lb,
"Single Jacket Reel Hose (1 1/2"" x 50')",tfs15ind-50-19253,177.90 CAD,new,in stock,Online,CA,en,0,Tesla Fire Systems,"The Single Jacket Reel Hose (1 1/2"" x 50') is a durable and flexible multi-use hose designed for quick deployment in hose reel systems. Constructed with a high-quality spun polyester jacket and EPDM rubber lining, it offers excellent abrasion resistance and smooth water flow with minimal friction loss.
Ideal for commercial, industrial, agricultural, and municipal applications, this hose resists ozone, UV exposure, chemicals, and mildew for long-lasting performance. Rated for temperatures from -50°C to 70°C, it ensures reliable operation in a wide range of environments.",,https://teslafiresystems.com/wp-content/uploads/2026/05/Reel-Hose.webp,https://teslafiresystems.com/product/single-jacket-reel-hose-1-1-2-x-50/,,,CA,6 lb,
"2 Stage Alarm Pull Station Label - ""do Not Use Elevator""",2s30,5.00 CAD,new,in stock,Online,CA,en,1,,"Ensure safety and compliance with this clear and durable ""In Case of Fire"" single-stage alarm sign. Designed for use near elevators, it provides essential safety instructions in emergency situations.
Key Features:


   Clear Instructions: Clearly indicates single-stage alarm procedure
   Elevator Safety Reminder: Instructs not to use elevators during a fire
   Durable Material: Made from high-quality, long-lasting materials
   Easy Installation: Sticker
   Highly Visible: Bold lettering and contrasting colors for easy readability",,https://teslafiresystems.com/wp-content/uploads/2025/02/Tesla-Signs-1-2-Stage-Pull-Station-Do-not-use-elevator.png,https://teslafiresystems.com/product/in-case-of-fire-single-stage-alarm-sign-w-elevator/,,,CA,0.1 lb,
"Vinyl Fire Extinguisher Sign - Peel & Stick (4"" x 12"")",nl109,10.00 CAD,new,in stock,Online,CA,en,0,,"The Fire Extinguisher Sign Plastic is designed for easy application with a glued backside, providing clear visibility to mark the location of fire extinguishers. It is made of durable plastic for long-lasting use in safety environments.",,https://teslafiresystems.com/wp-content/uploads/2025/01/Vinyl-Fire-Extinguisher-Sign-4-x-12.png,https://teslafiresystems.com/product/fire-extinguisher-sign-plastic/,,,CA,0.1 lb,
"Fully Assembled 75' x 1-1/2"" Fire Hose & Rack",994,212.50 CAD,new,in stock,Online,CA,en,0,,"Typically used in warehouse and industrial applications. Also very popular for high-rise residential projects stored in fire hose cabinets.

What's Included:

   75' Fire Hose
   Nozzle
   Swing Rack
   Nozzle Holder
   NPSH Threads for direct connection to gate valve",,https://teslafiresystems.com/wp-content/uploads/2025/02/Hose-Assembled-on-Rack.jpg,https://teslafiresystems.com/product/fully-assembled-1-1-2-fire-hose-rack-w-nozzle-npsh-75-ft-hose/,,,CA,18 lb,
Mircom FH-400-WW - Wall/Ceiling Mount Horn (White),fh-400-ww-465,85.00 CAD,new,in stock,Online,CA,en,0,,MGC’s FH-400 Horns offer an audible solution that deliver exceptional energy efficiency in a compact design. The lower current draw allows for more devices on a NAC circuit while reducing the number of external power supplies required.,,https://teslafiresystems.com/wp-content/uploads/2025/01/4-Inch-Horn-White.jpg,https://teslafiresystems.com/product/mircom-standard-horn/,,,CA,0.2 lb,
"Amerex Heavy Duty Vehicle Bracket – 7"" Cylinder (810)",12933-1740,95.27 CAD,new,in stock,Online,CA,en,0,,"The Amerex 810 Heavy Duty Steel Bracket is designed to securely mount a 20lb ABC/10lb CO2 fire extinguisher with a 7′′ cylinder diameter. Made from durable steel with a primed and powder-coated paint finish, this bracket ensures long-lasting performance and meets the latest U/L salt spray requirements (240 hrs. @ 20% salt solution ASTM B117), providing reliable protection for your fire extinguisher in harsh environments.",850026795547,https://teslafiresystems.com/wp-content/uploads/2025/06/810-Bracket.jpg,https://teslafiresystems.com/product/amerex-heavy-duty-vehicle-bracket-7-cylinder-810/,,,CA,6 lb,
"Safe Signal WFD60N 6"" Waterflow Detector",wfd60n,250.00 CAD,new,in stock,Online,CA,en,0,,"The Safe Signal WFD60N 6"" Waterflow Detector is designed for reliable flow monitoring in fire sprinkler systems. It features a durable, tamper-resistant enclosure and is compatible with a wide range of pipe schedules.",,https://teslafiresystems.com/wp-content/uploads/2025/02/System-Sensor-WFD60N-6-waterflow-detector.jpg,https://teslafiresystems.com/product/system-sensor-wfd60n-6-waterflow-detector/,,,CA,1 lb,
Fire Alarm Control Panel Battery - 12V5AH,12v5ah-1733,45.00 CAD,new,in stock,Online,CA,en,0,,12V5AH Sealed lead acid battery,,https://teslafiresystems.com/wp-content/uploads/2025/06/12V5AH-Battery.png,https://teslafiresystems.com/product/fire-alarm-control-panel-battery-12v5ah/,,,CA,5 lb,
Pull Station Cover w/ Breaker Bar,433,88.17 CAD,new,in stock,Online,CA,en,0,,"The Pullstation Cover is designed to protect fire alarm pull stations in high-traffic public areas, helping to deter false alarms.",,https://teslafiresystems.com/wp-content/uploads/2025/01/Pull-Station-Cover-w-Breaker-Bar.png,https://teslafiresystems.com/product/pullstation-cover/,,,CA,1 lb,
"Swing Rack for 50', 75' & 100' x 1-1/2"" Single Jacket Lined Fire Hose",hr-100,79.00 CAD,new,in stock,Online,CA,en,0,,"The Fire Hose Rack is designed for storing 1½” (38mm) folded single jacket lined fire hoses, commonly used in warehouse, industrial, and high-rise residential applications. It can be mounted on a hose valve or wall bracket and swivels 360° for easy access. The rack features a positive water stop, allowing for one-person operation by preventing water from entering the hose until the last fold is pulled away. Constructed from durable 16-gauge metal with a red powder coat finish, this rack is built to withstand pressures up to 150 PSI (1035 kPa). It comes complete with a nozzle clip and has chrome-plated moving parts and zinc-plated hanging pins for added durability.",,https://teslafiresystems.com/wp-content/uploads/2025/01/Rack.jpg,https://teslafiresystems.com/product/swing-pin-rack-for-50-ft-75-ft-100-ft-1-1-2-single-jacket-lined-fire-hose/,,,CA,12 lb,
Amerex B500X - 5lb ABC Multi-Purpose Fire Extinguisher - 5 Pack,b500x5,372.50 CAD,new,in stock,Online,CA,en,17,Amerex,"All Fire extinguishers come with a 6 Year Manufacturer’s Warranty.
   Certification Tag is available and is an extra fee.
   CAN/ULC Rating: 3A:10BC – Meets and exceeds Ministry of Labor standards for construction and industrial sites.
   Heavy-Duty Construction – Steel cylinder with rugged all-metal valve ensures durability in demanding environments.
   Wall Bracket Included – For quick, visible access in high-risk areas.
   Multi-Pack Convenience – Bundle of 5 extinguishers, ideal for facilities, or multi-residential needs.",,https://teslafiresystems.com/wp-content/uploads/2025/12/5-Pack-Amerex-5lb-Fire-Extinguisher.png,https://teslafiresystems.com/product/amerex-b500x-5lb-abc-multi-purpose-fire-extinguisher-5-pack/,,,CA,46.25 lb,merge
Double LED Emergency Light Remote Head - 6-24V5W,cl-r2-rl,69.99 CAD,new,in stock,Online,CA,en,0,,"LED Dual Remote Heads Emergency Light, Thermoplastic Adjustable 2 X 5W Heads, 6V – 24VDC",,https://teslafiresystems.com/wp-content/uploads/2025/01/Double-Remote-Head-LED.png,https://teslafiresystems.com/product/double-emergency-remote/,,,CA,1 lb,
Fire Extinguisher Cabinet - 5lb Semi-Recessed,ec-111-292,150.00 CAD,new,in stock,Online,CA,en,0,,"Semi-Recessed Cabinet for a 5lb dry chemical fire extinguisher
   Designed to provide a durable and secure housing for your fire extinguisher
   Full glass viewing panel for easy inspection
   White Powder Coat finish baked for long-lasting durability.",,https://teslafiresystems.com/wp-content/uploads/2025/01/recessed-cabinet-5lb.png,https://teslafiresystems.com/product/semi-recessed-cabinet-for-5lb-dry-chemical/,,,CA,9 lb,
"Fully Assembled 50' x 1-1/2"" Fire Hose Rack",tfsar-50,204.00 CAD,new,in stock,Online,CA,en,23,,"Typically used in warehouse and industrial applications. Also very popular for high-rise residential projects stored in fire hose cabinets.

What's Included:

   50' Fire Hose
   Nozzle
   Swing Rack
   Nozzle Holder
   NPSH Threads for direct connection to gate valve",,https://teslafiresystems.com/wp-content/uploads/2025/02/Hose-Assembled-on-Rack.jpg,https://teslafiresystems.com/product/fully-assembled-50-x-1-1-2-fire-hose-rack/,,,CA,17 lb,merge
Kidde 3 Storey Escape Ladder,468094-428,162.50 CAD,new,in stock,Online,CA,en,0,Kidde,"The Kidde 3-Story (25') Emergency Escape Ladder is designed for worry-free, quick escapes from upper floors. Made with durable, flame-resistant materials, it attaches easily to any window for rapid deployment. The tangle-free design ensures ease of use, allowing for practice and simple repacking. This ladder is tested to support up to 900 lbs, with anti-slip rungs for added safety. No tools or assembly are required, making it ready for use when you need it most. Backed by a 5-year limited warranty, it's a reliable choice for home safety.",47871680948,https://teslafiresystems.com/wp-content/uploads/2025/01/Blankets-Ladders-Fire-Retardant-5-2-Storey-3Storey-Fire-Escape-Ladder-1.png,https://teslafiresystems.com/product/3-story-escape-ladder/,,,CA,12 lb,
10lb Fire Extinguisher - Amerex 330 Carbon Dioxide,330x,333.65 CAD,new,in stock,Online,CA,en,0,Amerex,"All Fire extinguishers sold by Tesla Fire Systems Inc. come inspected and fully certified for 1 year.

The Carbon Dioxide extinguisher releases a white cloud of ""snow"" that extinguishes fires by removing oxygen. It is highly effective against Class B flammable liquids and Class C electrical fires, and its non-conductive properties make it safe for use around sensitive equipment like automobiles, computer rooms, and electrical devices. As a clean, odorless gas, it leaves no residue or contamination behind.",850026795301,https://teslafiresystems.com/wp-content/uploads/2025/01/10.-10lb-Fire-Extinguisher-Amerex-330-Carbon-Dioxide.jpg,https://teslafiresystems.com/product/10lb-fire-extinguisher-amerex-330-carbon-dioxide/,,,CA,28.5 lb,
Strike First SF1020 | 20lb ABC | UL/ULC & USCG Approved | Industrial,rq-4jdk-3uex,175.00 CAD,new,in stock,Online,CA,en,0,Strike First,"All Fire extinguishers sold by Tesla Fire Systems, can be fully certified by our technicians.
   Made in Canada with Canadian Materials.
   USCG Approved: U.S Coast Guard approved when installed with approved mounting bracket.
   Designed for industrial workplaces and effective against Class A, B, and C fires.
   Manufactured & tested to exceed ANSI/UL 299, 711 & CAN/ULC-S504, S508. Complies to NFPA 10 standard.",,https://teslafiresystems.com/wp-content/uploads/2025/05/20lb-SF-Instagram-Size.png,https://teslafiresystems.com/product/strike-first-sf-abc-1020-20lbs-ul-ulc-uscg-approved-industrial/,,,CA,38 lb,
Running Man LED Sign,ve2-rm-sp-l-u-olr-m,75.00 CAD,new,in stock,Online,CA,en,0,,"This L.E.D. Emergency Light features a durable injected molded thermoplastic housing, providing reliable performance. It includes battery backup for uninterrupted use and offers universal mounting options for both ceiling and wall installations.",884685347779,https://teslafiresystems.com/wp-content/uploads/2025/01/55.-Running-Man-LED-Sign.jpg,https://teslafiresystems.com/product/running-man-led-sign/,,,CA,1 lb,
Amerex Wall Bracket - 2.5lb / 5lb ABC,01521-1064,10.00 CAD,new,in stock,Online,CA,en,0,Amerex,Secure your 5 lb. fire extinguisher with this universal wall hook. Includes free screw and washer for easy installation.,,https://teslafiresystems.com/wp-content/uploads/2025/02/4-Pack-Universal-Fire-Extinguisher-Wall-Hook-Mount-Bracket-Hanger-for-5-Lb.-Extinguisher-Free-Screws-WASHERS-Included.jpg,https://teslafiresystems.com/product/universal-fire-extinguisher-wall-hook-mount-bracket-hanger-for-5-lb-extinguisher-free-screw-washer-included/,,,CA,1 lb,merge
Emergency Light Battery 6V5AH,rlss-b650,25.00 CAD,new,in stock,Online,CA,en,0,,"The Emergency Light Replacement Battery 6V5AH is a reliable replacement for most emergency lighting packs, easy to install, and backed by a standard warranty for dependable performance.",,https://teslafiresystems.com/wp-content/uploads/2025/01/6V5AH-Battery.png,https://teslafiresystems.com/product/emergency-light-replacement-battery-6v-4ah/,,,CA,5 lb,
System Sensor – D4120 4-Wire Photoelectric Duct Smoke Detector and 3′ Sampling Tube,d4120_dst3,270.00 CAD,new,in stock,Online,CA,en,0,,The System Sensor D4120 provides 24VAC/DC and 120VAC contacts for dual / individual fire alarm initiation / furnace shutdown.,,https://teslafiresystems.com/wp-content/uploads/2026/05/dd-3-dst.png,https://teslafiresystems.com/product/system-sensor-d4120-4-wire-photoelectric-duct-smoke-detector-and-3%E2%80%B2-sampling-tube/,,,CA,3.5 lb,
"Single Stage Alarm Pull Station Label - ""do Not Use Elevator""",s10,5.00 CAD,new,in stock,Online,CA,en,0,Tesla Fire Systems,"Ensure safety and compliance with this clear and durable ""In Case of Fire"" single-stage alarm sign. Designed to provide essential safety instructions, it clearly states that elevators should not be used during a fire.",,https://teslafiresystems.com/wp-content/uploads/2025/02/Tesla-Signs-3-Pull-Station-Do-not-use-Elevator-.png,https://teslafiresystems.com/product/in-case-of-fire-single-stage-alarm-sign-no-elevator/,,,CA,0.1 lb,
Amerex B479T - 5lb Purple K | Class B C Fire Extinguisher,b479tx,160.00 CAD,new,in stock,Online,CA,en,1,Amerex,"All Fire extinguishers sold by Tesla Fire Systems Inc. come inspected and fully certified for 1 year.

PURPLE K extinguishers contain specially fluidized and siliconized potassium bicarbonate dry chemical which is particularly effective on Class B flammable liquids and pressurized gases. It is electrically non-conductive.",850026795219,https://teslafiresystems.com/wp-content/uploads/2025/02/17.-Amerex-B479T.jpg,https://teslafiresystems.com/product/amerex-b479t-5lb-purple-k-class-b-c-fire-extinguisher/,,,CA,9.5 lb,
Strike First SF340 I 5lb 3A40B:C I UL/ULC & USCG Approved I Mixed Use w/ Vehicle Bracket,sf340-vb,75.00 CAD,new,in stock,Online,CA,en,0,Strike First,"All Fire extinguishers sold by Tesla Fire Systems, can be fully certified by our technicians.
   Made in Canada with Canadian Materials.
   USCG Approved: U.S Coast Guard approved when installed with approved mounting bracket.
   Ideal for Residential, Multi-Residential & Commercial use
   Manufactured & tested to exceed ANSI/UL 299, 711 & CAN/ULC-S504, S508. Complies to NFPA 10 standard.",,https://teslafiresystems.com/wp-content/uploads/2025/02/Untitled.png,https://teslafiresystems.com/product/strike-first-sf340-5lbs-ul-ulc-uscg-approved-mixed-use/,,,CA,9.5 lb,
Sprinkler Head Upright 155 Degree Celsius,ru65b,10.55 CAD,new,in stock,Online,CA,en,0,,"The Upright Sprinkler Head (155°C) is designed for fire protection systems, activating when the temperature reaches 155°C to suppress fires effectively. Its upright installation ensures optimal water distribution in commercial and industrial settings, providing reliable coverage in case of fire emergencies.",,https://teslafiresystems.com/wp-content/uploads/2025/01/38.-Sprinkler-head-upright-155-degree-Celsius.jpg,https://teslafiresystems.com/product/sprinkler-head-upright-155-degree-celsius/,,,CA,0.1 lb,
